split,label,model_guess,confidence,line,source_file,line_no
train,,unclear,0.93,"edit ""low-priority""",user_contrib_fg100e_fos7213.conf,26270
train,,unclear,0.93,"edit ""CNN-Other""",kevinguenay_fgt_70g_branch.conf,2738
eval,,unclear,0.93,"edit ""Zuora-ICMP""",kevinguenay_fgt_70g_branch.conf,3284
eval,,unclear,0.93,! Snapshot: nxos_bgp_redist_connected/configs/d1_nxos,batfish_nxos_bgp_redist_d1.txt,3
train,,unclear,0.93,<mgr>1</mgr>,user_contrib_supergate_opn25.xml,2168
train,,unclear,0.93,IEF1dGhvcml0eTEZMBcGA1UEAwwQRkcxMDBFNFExNzAxODkzNTEjMCEGCSqGSIb3,user_contrib_fg100e_fos7213.conf,25479
train,,unclear,0.93,"set dst ""RFC1918-GRP""",kevinguenay_fgt_70g_branch.conf,9962
eval,,unclear,0.93,V8ROUgKUPf+MaWXScF9H57ty+7x8lNCEgqg9yksCkpmLfRkZE7Z1NruYACBmlhy5,kevinguenay_fgt_70g_branch.conf,9344
eval,,unclear,0.93,encapsulation dot1Q 2234 second-dot1q 1020,ntc_carrier_interfaces.txt,76
eval,,unclear,0.93,LwvqMtYEggFQ0RvEWfnZ87kh3WQ+GUkUJZvY2bDCsXq9ULRbfZdVV8Ze2T+coUNW,kevinguenay_fgt_vm_hub.conf,10563
train,,unclear,0.93,no ip igmp snooping vlan 100,user_contrib_cat9300_iosxe1712.txt,41
eval,,unclear,0.93,TAXvrbPLRdZrc1GwRJMqkJ08RS4HrBXDWt7a3lNH2pbrbXgbLk2HyMdWyNL5U3Cv,kevinguenay_fgt_vm_hub.conf,10093
eval,,unclear,0.93,e4nRJTG6z4O8iw==,kevinguenay_fgt_vm_hub.conf,10648
train,,unclear,0.93,<name>SMTP</name>,opnsense_docs_carp_ha_backup.xml,631
eval,,unclear,0.93,"edit ""logo_v3_fguard_app""",kevinguenay_fgt_70g_branch.conf,623
train,,unclear,0.93,"edit ""Microsoft-Azure.Storage""",kevinguenay_fgt_70g_branch.conf,5906
train,,unclear,0.93,"set panorama log-settings system match-list System_Log_Forwarding filter ""All Logs""",iron_skillet_panorama_full.conf,84
train,,unclear,0.93,xsnRe2UNIHYMUw2rku9+RqpmJGND0ju0uoFrGlr0lb4hzjYsuQXsbJEgRcpxJVWR,kevinguenay_fgt_70g_branch.conf,9371
eval,,unclear,0.93,"edit ""AV & IPS DB update""",kevinguenay_fgt_70g_branch.conf,7793
train,,unclear,0.93,"edit ""FQDN-Microsoft-Outlook""",kevinguenay_fgt_70g_branch.conf,6360
eval,,unclear,0.93,"edit ""NFS""",kevinguenay_fgt_70g_branch.conf,8567
eval,,unclear,0.93,"set guid ""19259FAE-8396-A113-46DB-15B0E7DFA289""",user_contrib_fg100e_fos7213.conf,27597
eval,,unclear,0.93,nm+Y5tltzRpX80mVerxn8YiU4muraDqCRjjmh8WRQA/zSAliCoueO0d/qWVt2Xuoi+geVm,user_contrib_fg100e_fos7213.conf,31241
train,,unclear,0.93,MAUGAytlcAMhAGHrGRterVx40DLjjowvUtW8GvpSbYqhh1EFQGDGHd9ZoyIwIDAJ,kevinguenay_fgt_70g_branch.conf,9630
train,,unclear,0.93,"edit ""OVHcloud-OVH.Telecom""",kevinguenay_fgt_70g_branch.conf,5996
train,,unclear,0.93,<host>pve3</host>,user_contrib_supergate_opn25.xml,596
train,,unclear,0.93,rd 65001:999,kitchen_sink.cfg,98
train,,unclear,0.93,"edit ""IRC""",kevinguenay_fgt_70g_branch.conf,8547
eval,,unclear,0.93,MIIFNTBfBgkqhkiG9w0BBQ0wUjAxBgkqhkiG9w0BBQwwJAQQTkYX62joSNx8vZRC,kevinguenay_fgt_vm_hub.conf,10090
train,,unclear,0.93,"set template iron-skillet config shared log-settings correlation match-list Correlation_Log_Forwarding filter ""All Logs""",iron_skillet_panorama_full.conf,751
train,,unclear,0.93,Dc0UU1znEB0aIpqu3w9zKy3Z/3PDCBj1+sn+0IAB4oHpTJXO5T7p56mHLVjvdn+3,kevinguenay_fgt_vm_hub.conf,10429
train,,unclear,0.93,edit 33,kevinguenay_fgt_70g_branch.conf,10350
train,,unclear,0.93,set uuid cde30af8-2c4f-51f1-dee9-a848342ac9ce,kevinguenay_fgt_70g_branch.conf,8151
train,,unclear,0.93,"edit ""TrendMicro-LDAP""",kevinguenay_fgt_70g_branch.conf,2648
train,,unclear,0.93,set revision-backup-on-upgrade disable,user_contrib_fg100e_fos7213.conf,34053
eval,,unclear,0.93,"edit ""UptimeRobot-NTP""",kevinguenay_fgt_70g_branch.conf,5249
eval,,unclear,0.93,c130NknIdZQ0MFU1lHFTAgMBAAGjIjAgMAkGA1UdEwQCMAAwEwYDVR0lBAwwCgYI,user_contrib_fg100e_fos7213.conf,25636
train,,unclear,0.93,IQCv51X24RmIAKci+/67nYlz5KgqZ/Q/nIm0B2lkjTYjIQIhALRtUExO9TJTRwkr,user_contrib_fg100e_fos7213.conf,25824
train,,unclear,0.93,ip pim hello-interval 30000,batfish_cisco_interface.txt,112
train,,unclear,0.93,set uuid 8ec30ca8-2c57-51f1-c68a-06514a57d41a,kevinguenay_fgt_70g_branch.conf,8179
eval,,unclear,0.93,<latencyhigh/>,user_contrib_supergate_opn25.xml,2308
eval,,unclear,0.93,# in operations mode you can elect to enable scripting mode for rapid paste into the ClI,iron_skillet_panorama_full.conf,6
train,,unclear,0.93,set ip6 fdff:ffff::/120,kevinguenay_fgt_vm_hub.conf,9371
train,,unclear,0.93,IQMPiTUwKwFJ0Wk3PGfSa5K4tyj2gPjqBjtqZYkIThFMBqlPu/cKUfvExjiXG/JUwuxVlw,user_contrib_fg100e_fos7213.conf,31219
train,,unclear,0.93,"edit ""FTP_GET""",kevinguenay_fgt_70g_branch.conf,8498
train,,unclear,0.93,set uuid 4ddf9d88-5ce5-51f0-b6fb-57bfc35155a6,kevinguenay_fgt_70g_branch.conf,8829
train,,unclear,0.93,"edit ""vcache://ms-ads/""",kevinguenay_fgt_vm_hub.conf,8336
train,,unclear,0.93,<network/>,user_contrib_supergate_opn25.xml,1062
train,,unclear,0.93,"set shared log-settings profiles default match-list Email_Malicious_Verdicts filter ""(verdict neq benign)""",iron_skillet_panos_full.conf,139
train,,unclear,0.93,"description ""tenant1 10.0.10.0/24""",azlocal_tor1.txt,66
train,,unclear,0.93,"edit ""yt-scan-3""",kevinguenay_fgt_70g_branch.conf,11135
train,,unclear,0.93,"edit ""Google-Pixel-Watch-2""",user_contrib_fg100e_fos7213.conf,23017
train,,unclear,0.93,set schedule-script-restore enable,user_contrib_fg100e_fos7213.conf,15045
train,,unclear,0.93,"edit ""Webex""",kevinguenay_fgt_70g_branch.conf,941
train,,unclear,0.93,"edit ""Valve-Steam""",kevinguenay_fgt_70g_branch.conf,5603
eval,,unclear,0.93,blHRGC3dnZL1HmPuSTtZmjfKVri2S0HNPxJ90F3Ev0+ViQMZzq5WqGT8KVqh06SK,kevinguenay_fgt_70g_branch.conf,9278
train,,unclear,0.93,description PROD-DB-SVI,aoscx_dcn_arch4_core1_1.cfg,134
train,,unclear,0.93,deny any log,ios-layer2-layer3-secure-baseline-v1.cfg,80
train,,unclear,0.93,"edit ""fortihome""",user_contrib_fg100e_fos7213.conf,25944
train,,unclear,0.93,cnRpZmljYXRlIEF1dGhvcml0eTEeMBwGA1UEAwwVRm9ydGluZXQgVW50cnVzdGVk,kevinguenay_fgt_70g_branch.conf,9049
eval,,unclear,0.93,description AVENIDA | 100M,ntc_carrier_interfaces.txt,31
train,,unclear,0.93,edit 101,kevinguenay_fgt_vm_hub.conf,12402
train,,unclear,0.93,set authserver-timeout-vlan disable,user_contrib_fg100e_fos7213.conf,33703
train,,unclear,0.93,"edit ""icloud""",kevinguenay_fgt_70g_branch.conf,8324
train,,unclear,0.93,"edit ""Shopify-Web""",kevinguenay_fgt_70g_branch.conf,3515
train,,unclear,0.93,65102:4,batfish_vpnv4_pe1.txt,19
train,,unclear,0.93,set traffic-priority-level medium,user_contrib_fg100e_fos7213.conf,180
train,,unclear,0.93,<associated-rule-id/>,user_contrib_supergate_opn25.xml,1102
train,,unclear,0.93,MAUGAytlcQM6AM0u7mhT+n4qafwfErjxhEAawzyx3U5PA9MjcyttQBGhgpZsq/Bu,kevinguenay_fgt_70g_branch.conf,9657
train,,unclear,0.93,set tcp-portrange 554 7070 8554,kevinguenay_fgt_70g_branch.conf,8836
eval,,unclear,0.93,set store-machine-learning imap smtp pop3 http ftp nntp imaps smtps pop3s https ftps mapi cifs ssh,user_contrib_fg100e_fos7213.conf,28950
train,,unclear,0.93,set location all,user_contrib_fg100e_fos7213.conf,26017
train,,unclear,0.93,<subnetv6>64</subnetv6>,opnsense_acl_test_config.xml,117
train,,unclear,0.93,<who>root</who>,opnsense_docs_carp_ha_backup.xml,542
train,,unclear,0.93,m02loRi5mGU=,kevinguenay_fgt_vm_hub.conf,10694
train,,unclear,0.93,<aliases>,opnsense_docs_carp_ha_backup.xml,529
train,,unclear,0.93,</aliases>,opnsense_docs_carp_ha_backup.xml,531
train,,unclear,0.93,"edit ""IBM-Web""",kevinguenay_fgt_70g_branch.conf,2348
train,,unclear,0.93,description Tenant_A_WEB_Zone_1,batfish_labval_dc1_leaf2a_eos4230.txt,213
eval,,unclear,0.93,yT7Ms1Jddnxl8y4c8F8VNgBJEhEFKLo5Rs5oU8+iSWOEwH5i1w7VutcCAwEAAaM8,kevinguenay_fgt_70g_branch.conf,9056
train,,unclear,0.93,computation-interval 60,iosxr_design_cst_pa3_xr752.cfg,996
train,,unclear,0.93,<index>0</index>,kitchen_sink.xml,55
train,,unclear,0.93,set local-in-deny-broadcast disable,user_contrib_fg100e_fos7213.conf,30906
eval,,unclear,0.93,<path>/</path>,opnsense_docs_carp_ha_backup.xml,615
train,,unclear,0.93,"edit ""skype""",kevinguenay_fgt_70g_branch.conf,8336
train,,unclear,0.93,<target/>,opnsense_docs_carp_ha_backup.xml,326
eval,,unclear,0.93,set sport 179,kevinguenay_fgt_70g_branch.conf,95
eval,,unclear,0.93,set eapol-pre-fail-flood enable,user_contrib_fg100e_fos7213.conf,34273
train,,unclear,0.93,untagged 13-20,kitchen_sink.cfg,79
eval,,unclear,0.93,b3BlbnNzaC1rZXktdjEAAAAACmFlczI1Ni1jdHIAAAAGYmNyeXB0AAAAGAAAABBv2vHh/y,user_contrib_fg100e_fos7213.conf,31075
train,,unclear,0.93,"edit ""Microsoft-Office365.Published.USGOV""",kevinguenay_fgt_70g_branch.conf,1223
eval,,unclear,0.93,G+JlpQ5UZ/UZT0e2irF0hXbDWaI=,kevinguenay_fgt_70g_branch.conf,9412
train,,unclear,0.93,"edit ""FQDN-Oracle-Oracle.Cloud""",kevinguenay_fgt_70g_branch.conf,6437
train,,unclear,0.93,<asn>1</asn>,user_contrib_supergate_opn25.xml,2144
train,,unclear,0.93,Y29tMIGbMBAGByqGSM49AgEGBSuBBAAjA4GGAAQAZCZR/+le/1Jyf+FqLR0ltUez,kevinguenay_fgt_vm_hub.conf,10738
eval,,unclear,0.93,set uuid 4ddf3c76-5ce5-51f0-5ec4-f986be851e14,kevinguenay_fgt_70g_branch.conf,8568
eval,,unclear,0.93,vh82cn3BwvmSgNE36j1XPiAOsCoS81m+4byfwFZOy4t/LDt0H8CMTYTG3MSyVjkD,kevinguenay_fgt_vm_hub.conf,10483
eval,,unclear,0.93,"edit ""Test""",user_contrib_fg100e_fos7213.conf,27058
eval,,unclear,0.93,media-type rj45,batfish_iosxe_basic_vrrp.txt,75
train,,unclear,0.93,"set certname-dsa1024 ""Fortinet_SSL_DSA1024""",user_contrib_fg100e_fos7213.conf,25990
train,,unclear,0.93,"edit ""Baidu-LDAP""",kevinguenay_fgt_70g_branch.conf,2849
train,,unclear,0.93,"<p>Your access has been blocked by firewall policy %%POLICY_ID%%.<br>If you have any questions or concerns, please contact your network administrator for more information.</p>",user_contrib_fg100e_fos7213.conf,10291
train,,unclear,0.93,unset file-transfer,user_contrib_fg100e_fos7213.conf,27024
eval,,unclear,0.93,set uuid 37516ae6-2c6b-51f1-e60e-1c3f9efd9277,kevinguenay_fgt_vm_hub.conf,13368
train,,unclear,0.93,"set 1 action=memory disabled=no prefix="""" regex="""" topics=error",user_contrib_crs310_ros7.rsc,660
train,,unclear,0.93,set snmp v3 usm local-engine user POLLER-1 authentication-sha authentication-key /* SECRET-DATA */,saidvandeklundert_snmpv3_junos172.set,872
eval,,unclear,0.93,set dport 11133,kevinguenay_fgt_70g_branch.conf,119
train,,unclear,0.93,"edit ""Datto-Datto.RMM""",kevinguenay_fgt_70g_branch.conf,5627
train,,unclear,0.93,kjfA+PTHmXeA9Y+IrhS1ESg+3gsxfO/cZifadmLo9yHVXEqRHqklV1yMzF/8Z2Ot,kevinguenay_fgt_vm_hub.conf,10605
train,,unclear,0.93,aaa authorization exec default group tacacs+ local,02-aaa-tacacs.txt,7
train,,unclear,0.93,"! Snapshot: IOS-XE 17.15 CML EVPN leaf -- vlan, vrf definition RD/RT, switchport, l2vpn-evpn/VXLAN nve (Tier-3). Sanitised: type-9 secret + pim rp public IP -> synthetic/RFC5737.",ciscolive_brkops1104_evpn_leaf_iosxe1715.txt,3
train,,unclear,0.93,65100:151,batfish_ebgp_border01.txt,18
train,,unclear,0.93,"edit ""Vimeo-NTP""",kevinguenay_fgt_70g_branch.conf,2525
train,,unclear,0.93,"edit ""full-access""",user_contrib_fg100e_fos7213.conf,27607
train,,unclear,0.93,"edit ""Mozilla-Web""",kevinguenay_fgt_70g_branch.conf,2168
train,,unclear,0.93,hU+f6/5SrTEFHTfhfAengEC/88hqK19kXmZ0IhL1i44Wl9kAFoYtqX0kfsiEbanT,kevinguenay_fgt_70g_branch.conf,9307
train,,unclear,0.93,"edit ""N_MGMT_24""",kevinguenay_fgt_70g_branch.conf,8202
eval,,unclear,0.93,cGs5k5na1ndvhYE1FlTJ8q6rT+qGS0ZPUPx6zZ48sxq/HYzvvr4ZmJ0=,kevinguenay_fgt_vm_hub.conf,10117
train,,unclear,0.93,member vni 50001 associate-vrf,kitchen_sink.cfg,123
eval,,unclear,0.93,N7lxnwRAH1cy5A2o9XGCNuK5t3W7+MMRneY+hZpRf27UhZGd20LCxgDHsjNSWbw6,kevinguenay_fgt_vm_hub.conf,10757
train,,unclear,0.93,"edit ""Blackbaud-Web""",kevinguenay_fgt_70g_branch.conf,4103
train,,unclear,0.93,cancelFtmPushPoll();,user_contrib_fg100e_fos7213.conf,9065
train,,unclear,0.93,set ike-policy-route disable,user_contrib_fg100e_fos7213.conf,22293
train,,unclear,0.93,set template-tx-timeout 1800,user_contrib_fg100e_fos7213.conf,3858
train,,unclear,0.93,"edit ""Workday-Web""",kevinguenay_fgt_70g_branch.conf,3038
train,,unclear,0.93,"edit ""*.tar""",user_contrib_fg100e_fos7213.conf,26669
train,,unclear,0.93,<name>Port-channel1</name>,kitchen_sink.xml,333
eval,,unclear,0.93,"edit ""Meta-LDAP""",kevinguenay_fgt_70g_branch.conf,1046
train,,unclear,0.93,set use-management-vdom disable,user_contrib_fg100e_fos7213.conf,27063
train,,unclear,0.93,"edit ""iPhone""",user_contrib_fg100e_fos7213.conf,23008
train,,unclear,0.93,; Physical / logical interfaces (>=6),kitchen_sink.cfg,95
train,,unclear,0.93,description MCAST END STATION,user_contrib_cat9300_iosxe1712.txt,179
eval,,unclear,0.93,g9TvAm7GLVwnpCS4uV1mkCmGJ72aS9fmhwMHvH83t9SdaI3PyAsz8u5led7WstEI,kevinguenay_fgt_vm_hub.conf,10566
eval,,unclear,0.93,"<Netflow version=""1.0.1"" persisted_at=""1774255875.88"" description=""NetFlow configuration"">",user_contrib_supergate_opn25.xml,3600
train,,unclear,0.93,set strip-x-forwarded-for disable,user_contrib_fg100e_fos7213.conf,31312
eval,,unclear,0.93,"edit ""TeamViewer-Web""",kevinguenay_fgt_70g_branch.conf,2207
eval,,unclear,0.93,"edit ""port11""",user_contrib_fg100e_fos7213.conf,1776
eval,,unclear,0.93,"edit ""Veracode-RTMP""",kevinguenay_fgt_70g_branch.conf,4289
train,,unclear,0.93,"edit ""VL_200""",kitchen_sink.conf,89
train,,unclear,0.93,<refid>ldap-corp</refid>,kitchen_sink.xml,152
train,,unclear,0.93,"edit ""ha2""",user_contrib_fg100e_fos7213.conf,869
train,,unclear,0.93,Mgy+QvJzC2f6GTKesn2M+Dpj2I65Pf8qgpa4mFGlnItwZCYcPM0K/8yS04F41uXK,kevinguenay_fgt_70g_branch.conf,9443
eval,,unclear,0.93,Ci4ZnulZtK4Hdcq6+fPaMWgtuxW3Kp3J6NTbQr8CajwVqUBxReHOOWYF0QIDAQAB,kevinguenay_fgt_vm_hub.conf,10344
train,,unclear,0.93,"untagged 1/1-1/47,1/A1-1/A4",user_contrib_2930m_wc1611.cfg,39
eval,,unclear,0.93,"edit ""UptimeRobot-UptimeRobot.Monitor""",kevinguenay_fgt_70g_branch.conf,5267
train,,unclear,0.93,<permitrootlogin>enabled</permitrootlogin>,opnsense_docs_carp_ha_backup.xml,214
train,,unclear,0.93,Qar3bMPNvgPdseiNh1pxa0QRHRLtlIDuMRrDHFPz8QppSzDCbIEWOcneWdJVwEeG,kevinguenay_fgt_70g_branch.conf,9411
eval,,unclear,0.93,"edit ""Cybozu-Web""",kevinguenay_fgt_70g_branch.conf,4979
train,,unclear,0.93,"edit ""FQDN-iLok-iLok""",kevinguenay_fgt_70g_branch.conf,7614
train,,unclear,0.93,set uuid 6a7f883e-72dc-51ef-63ef-1788a6d2af9c,user_contrib_fg100e_fos7213.conf,22713
eval,,unclear,0.93,// Source: https://github.com/cisagov/prescup-challenges,pc5-round1-border.conf,1
eval,,unclear,0.93,"edit ""CoffeeBean-RTMP""",kevinguenay_fgt_70g_branch.conf,5423
train,,unclear,0.93,edit 301,kevinguenay_fgt_vm_hub.conf,12432
train,,unclear,0.93,"edit ""yt-scan-1""",kevinguenay_fgt_70g_branch.conf,11127
train,,unclear,0.93,<virtual>1</virtual>,user_contrib_supergate_opn25.xml,342
eval,,unclear,0.93,tagged 1/47-1/48,user_contrib_2930m_wc1611.cfg,46
train,,unclear,0.93,"<style type=\""text/css\"">",user_contrib_fg100e_fos7213.conf,3887
train,,unclear,0.93,RNQxGvHEMJ2f7Wegtra65RH3EDRoCgyIp/qK1PePfFVkMgnA1oSaPQiYzSB7tJMs,kevinguenay_fgt_70g_branch.conf,8967
train,,unclear,0.93,"edit ""update.microsoft.com""",kevinguenay_fgt_70g_branch.conf,8360
train,,unclear,0.93,"set guid ""D61596DF-D219-341C-49B3-AD30538CBC5B""",user_contrib_fg100e_fos7213.conf,27585
train,,unclear,0.93,"edit ""*.hta""",user_contrib_fg100e_fos7213.conf,26657
train,,unclear,0.93,<title>Firewall Disclaimer Declined</title>,user_contrib_fg100e_fos7213.conf,7471
eval,,unclear,0.93,juvLB971nsf98E0nYE9kPrHltQ==,user_contrib_fg100e_fos7213.conf,25610
train,,unclear,0.93,"edit ""McAfee-Other""",kevinguenay_fgt_70g_branch.conf,1922
train,,unclear,0.93,set uuid 6a993720-72dc-51ef-fba1-dc63b20c274a,user_contrib_fg100e_fos7213.conf,23193
train,,unclear,0.93,"edit ""Dell-Other""",kevinguenay_fgt_70g_branch.conf,2465
train,,unclear,0.93,set system login user admin class super-user,batfish_evpntype5_router1_junos2541.set,8
train,,unclear,0.93,"edit ""Oracle-Other""",kevinguenay_fgt_70g_branch.conf,1664
train,,unclear,0.93,s/Cc3MTaQ1Y6qDBx5/mbdKWC8D4vvjRhv+IJcZ3bHdD/karBwSTuj9QmZBMv92Ym,kevinguenay_fgt_70g_branch.conf,9197
train,,unclear,0.93,aaa authorization serial-console,karneliuk_a_eos1_eos4260.txt,22
train,,unclear,0.93,clock timezone EST -5 0,azlocal_tor1.txt,15
eval,,unclear,0.93,"edit ""yt-scan-2""",kevinguenay_fgt_70g_branch.conf,11131
train,,unclear,0.93,<radius_acct_port>1813</radius_acct_port>,kitchen_sink.xml,137
eval,,unclear,0.93,no split-recovery,aoscx_dcn_arch3_ebgp_leaf1a.cfg,80
train,,unclear,0.93,"edit ""SSN-Sensor-r1d""",user_contrib_fg100e_fos7213.conf,26570
train,,unclear,0.93,set management-port-use-admin-sport enable,user_contrib_fg100e_fos7213.conf,124
train,,unclear,0.93,description server01_Eth2,batfish_eos_evpn_vlan_based_leaf.txt,102
train,,unclear,0.93,set udp-portrange 111,kevinguenay_fgt_70g_branch.conf,8624
train,,unclear,0.93,<netmask/>,opnsense_docs_carp_ha_backup.xml,272
eval,,unclear,0.93,WJ8ffj/t1omnetFtGMdOTh8ekiVz0mf7zFIwzrxFYzzKSgTIa/zcgl6NNP2hwgrw,kevinguenay_fgt_vm_hub.conf,10744
train,,unclear,0.93,description Connected to cBR8 port Te1/1/0,iosxr_design_cst_pa3_xr752.cfg,374
eval,,unclear,0.93,<reservations/>,user_contrib_supergate_opn25.xml,3404
eval,,unclear,0.93,"edit ""vcache://maker.tv/""",kevinguenay_fgt_vm_hub.conf,7980
train,,unclear,0.93,"edit ""TrendMicro-ICMP""",kevinguenay_fgt_70g_branch.conf,2627
train,,unclear,0.93,set protocol http,kevinguenay_fgt_vm_hub.conf,7497
eval,,logging_enabled:true,0.93,logging suppress apply rule BCD,batfish_cisco_logging.txt,94
train,,unclear,0.93,description bundle member two,kitchen_sink.cfg,62
eval,,unclear,0.93,"edit ""Tableau-RTMP""",kevinguenay_fgt_70g_branch.conf,3899
train,,unclear,0.93,"edit ""Symantec-Other""",kevinguenay_fgt_70g_branch.conf,1961
train,,unclear,0.93,<avg_delay_samples/>,opnsense_docs_carp_ha_backup.xml,663
train,,unclear,0.93,neighbor 2001:0db8:abcd:e124::2 {,pc5-round3b-routere.conf,133
train,,unclear,0.93,set gratuitous-arps enable,user_contrib_fg100e_fos7213.conf,3798
train,,unclear,0.93,LmNvbTAeFw0yNjA0MDUyMjE3NDJaFw0yODA3MDgyMjE3NDJaMIGdMQswCQYDVQQG,kevinguenay_fgt_70g_branch.conf,9485
eval,,unclear,0.93,description RSVDC-ACCESS1-1,aoscx_dcn_arch4_core1_1.cfg,82
eval,,unclear,0.93,FHql0JesSq1MX/sBRYrVtFbrouxemYdBUL4IzNXiGU8LMl4EYQDbT3IKuAJz9yQdeMmG7H,user_contrib_fg100e_fos7213.conf,31240
eval,,unclear,0.93,"edit ""GRE""",kevinguenay_fgt_70g_branch.conf,8451
train,,unclear,0.93,set fake-ap-log 1,user_contrib_fg100e_fos7213.conf,21392
train,,unclear,0.93,<descr>SERVERVLAN</descr>,user_contrib_supergate_opn25.xml,382
train,,unclear,0.93,<member>2000</member>,kitchen_sink.xml,95
train,,unclear,0.93,set uuid 4ddf6aca-5ce5-51f0-f19c-bba95401bc60,kevinguenay_fgt_70g_branch.conf,8689
train,,unclear,0.93,set severity medium,user_contrib_fg100e_fos7213.conf,26774
eval,,unclear,0.93,k4+jQYCqSRrrYvxsOKj1wg==,user_contrib_fg100e_fos7213.conf,25755
eval,,unclear,0.93,"set ssl-cert ""Fortinet_Factory""",user_contrib_fg100e_fos7213.conf,26322
eval,,unclear,0.93,"edit ""Spotify-Spotify""",kevinguenay_fgt_70g_branch.conf,5657
train,,unclear,0.93,<title>Data Leak Detected</title>,user_contrib_fg100e_fos7213.conf,11520
train,,unclear,0.93,<Pools/>,user_contrib_supergate_opn25.xml,2246
train,,unclear,0.93,"edit ""netops""",kitchen_sink.conf,145
eval,,unclear,0.93,"edit ""Jamf-Jamf.Cloud""",kevinguenay_fgt_70g_branch.conf,5675
train,,unclear,0.93,set port 2727,kevinguenay_fgt_70g_branch.conf,7771
train,,unclear,0.93,untagged 1/1-1/12,aruba_central_5memberstack_rendered.cfg,139
train,,unclear,0.93,set outbreak-prevention-force-off disable,user_contrib_fg100e_fos7213.conf,21432
eval,,unclear,0.93,<detect>,user_contrib_supergate_opn25.xml,2894
train,,unclear,0.93,</detect>,user_contrib_supergate_opn25.xml,2902
train,,unclear,0.93,set mtu 1500,kitchen_sink.conf,33
eval,,unclear,0.93,<descr>Auto created rule - localhost to WAN</descr>,opnsense_docs_carp_ha_backup.xml,348
train,,unclear,0.93,"set shared log-settings system match-list System_Log_Forwarding filter ""All Logs""",iron_skillet_panos_full.conf,108
train,,unclear,0.93,"edit ""Okko-Okko.TV""",kevinguenay_fgt_70g_branch.conf,5813
train,,unclear,0.93,"set fortiview-sort-by ""verdict""",kevinguenay_fgt_70g_branch.conf,382
train,,unclear,0.93,set uuid 6a9961dc-72dc-51ef-0c39-f2c54a5e0f4d,user_contrib_fg100e_fos7213.conf,23223
eval,,unclear,0.93,set fortisandbox critical,user_contrib_fg100e_fos7213.conf,26918
train,,unclear,0.93,set wad-restart-mode none,user_contrib_fg100e_fos7213.conf,197
eval,,unclear,0.93,// Source: https://github.com/scottlaird/vyos-parser,scottlaird-vyos-parser.conf,1
eval,,unclear,0.93,"edit ""Okta-Okta""",kevinguenay_fgt_70g_branch.conf,4973
train,,unclear,0.93,"edit ""NewRelic-Web""",kevinguenay_fgt_70g_branch.conf,3713
train,,unclear,0.93,"edit ""Baidu-ICMP""",kevinguenay_fgt_70g_branch.conf,2828
train,,unclear,0.93,"edit ""guest""",user_contrib_fg100e_fos7213.conf,27137
train,,unclear,0.93,+ZdTiSwPW+AkycwHs1huH3aXALm50xdO7SrFm9bC4WMzZbTK7AxGGBHfjUckUHOO,kevinguenay_fgt_70g_branch.conf,9174
eval,,unclear,0.93,HnNIoMEmD/ReYu0latsU+n9nxOVfNlTFx6pUKDUA5KQ2vj+62RUedwaYPONKU105,kevinguenay_fgt_70g_branch.conf,9092
train,,unclear,0.93,<dnsmasq>,opnsense_core_default.xml,85
train,,unclear,0.93,</dnsmasq>,opnsense_core_default.xml,104
train,,unclear,0.93,"set sip disabled=no ports=5060,5061 sip-direct-media=yes sip-timeout=1h",routeros_diff_verbose_export.rsc,340
train,,unclear,0.93,"edit ""McAfee-LDAP""",kevinguenay_fgt_70g_branch.conf,1949
eval,,unclear,0.93,"edit ""Box-Web""",kevinguenay_fgt_70g_branch.conf,1424
train,,unclear,0.93,"edit ""port15""",user_contrib_fg100e_fos7213.conf,2212
eval,,unclear,0.93,F831P4QCC/2Vgn8N3VRjgXCgj/SkvZGFxU+a5sB9dbDC1ULWi6H1gy7DZh5ruvQz,kevinguenay_fgt_70g_branch.conf,8970
train,,unclear,0.93,"edit ""CNN-FTP""",kevinguenay_fgt_70g_branch.conf,2756
train,,unclear,0.93,<aliases/>,opnsense_docs_carp_ha_master.xml,530
train,,unclear,0.93,ip ospf retransmit-interval 5,batfish_cisco_interface.txt,106
train,,unclear,0.93,weight 120,pc5-round3b-routerb.conf,35
eval,,unclear,0.93,<hasync>,opnsense_docs_carp_ha_backup.xml,697
train,,unclear,0.93,</hasync>,opnsense_docs_carp_ha_backup.xml,704
train,,unclear,0.93,<p>Your network access has been restricted due to the detection of potentially malicious traffic. Please contact your network administrator for further information.</p>,user_contrib_fg100e_fos7213.conf,10431
train,,unclear,0.93,mac address-table aging-time 120,batfish_nxos_evpn_l3vni_nx2.txt,26
train,,unclear,0.93,hw-id 00:50:56:b6:6e:74,pc5-round3b-routerb.conf,7
eval,,unclear,0.93,-----------------------------------,busterswt_spine_leaf_xk32_1_nxos9312.txt,125
train,,unclear,0.93,<filename>emerging-icmp_info.rules</filename>,user_contrib_supergate_opn25.xml,2628
train,,unclear,0.93,untagged 25-32,hpe_community_2930f_wc1607_intervlan.cfg,104
