split,label,model_guess,confidence,line,source_file,line_no,auto
train,unclear,unclear,0.92,BgEFBQcDATAFBgMrZXEDcwCG2dgU2UH8xlyO5FVoCDWSgpj9zd7aYEFSUB8L9uQr,kevinguenay_fgt_70g_branch.conf,9659,default
train,unclear,unclear,0.92,set severity medium high critical,kevinguenay_fgt_70g_branch.conf,9673,default
eval,unclear,unclear,0.92,tunnel source GigabitEthernet1,racc_csr1_iosxe173_umbrella_sig.txt,225,default
eval,unclear,unclear,0.92,<verify/>,user_contrib_supergate_opn25.xml,3790,rule
train,unclear,unclear,0.92,set authtimeout 0,user_contrib_fg100e_fos7213.conf,27146,default
eval,unclear,unclear,0.92,set description '',user_contrib_fg100e_fos7213.conf,379,default
train,unclear,unclear,0.92,description sw-leaf-bmc-001:14==>cn004:1,canu_sw-leaf-bmc-001.cfg,176,default
eval,unclear,unclear,0.92,"set guid ""6B98D35F-BB76-41C0-876B-A50645ED099A""",user_contrib_fg100e_fos7213.conf,27315,default
train,unclear,unclear,0.92,<mtu>9000</mtu>,kitchen_sink.xml,94,rule
train,unclear,unclear,0.92,set local-in-deny-unicast disable,user_contrib_fg100e_fos7213.conf,30905,default
eval,unclear,unclear,0.92,description VLT_PEER,azsupport_TOR1_Sample.cfg,266,default
train,unclear,unclear,0.92,set id 4278190153,kevinguenay_fgt_70g_branch.conf,7098,default
eval,unclear,unclear,0.92,match traffic-class 1,iosxr_design_cst_pa3_xr752.cfg,213,default
train,unclear,unclear,0.92,"edit ""bing""",kevinguenay_fgt_70g_branch.conf,11089,rule
train,unclear,unclear,0.92,KqioxVruFkfJaPpNhPUT0b51TP9QiFStQ99+nRDr4iZcOjloEK2ZXbU5Z/GOba9A,kevinguenay_fgt_70g_branch.conf,9094,default
train,unclear,unclear,0.92,dpk+ILfHv3AvNMh9O31GHpDDBOy2rpsaFCwSdreCU5CNpDBj8Pha1PGh2+TkZzs1,kevinguenay_fgt_vm_hub.conf,10321,default
train,unclear,unclear,0.92,redistribute connected,batfish_eos_evpn_vlan_based_leaf.txt,313,default
eval,unclear,unclear,0.92,a0Xi3/CGBokKfodJ5waJLw+k1nagLRwCafVQu/n2hkd4La24aHm/ajqkV8Ui+wnx,kevinguenay_fgt_vm_hub.conf,10613,default
eval,unclear,unclear,0.92,vni 50001,kitchen_sink.cfg,40,default
train,unclear,unclear,0.92,Tw0clo488aJODpZ/dhZfE6sEkFm5qL3xJ3p70RVxF6QpLMO7ErTnMnq6xsg2/MqG,kevinguenay_fgt_vm_hub.conf,10219,default
train,unclear,unclear,0.92,description Server-LAG,kitchen_sink.cfg,49,default
train,unclear,unclear,0.92,"edit ""PL_RFC1918""",kevinguenay_fgt_vm_hub.conf,13631,rule
train,unclear,unclear,0.92,"<bridges version=""1.0.0"" persisted_at=""1774255875.54"" description=""Bridge devices"">",user_contrib_supergate_opn25.xml,4526,rule
eval,unclear,unclear,0.92,set id 4278190133,kevinguenay_fgt_70g_branch.conf,6878,default
eval,unclear,unclear,0.92,defconf disabled=no edge=auto fast-leave=no frame-types=admit-all horizon=\,user_contrib_crs310_ros7.rsc,352,rule
train,unclear,unclear,0.92,set add-route disable,kevinguenay_fgt_70g_branch.conf,10000,default
eval,unclear,unclear,0.92,"edit ""RFC1918-GRP""",kevinguenay_fgt_70g_branch.conf,8253,rule
train,SKIP,unclear,0.92,# Core System Configuration,azsupport_TOR1_Sample.cfg,5,rule
train,unclear,unclear,0.92,MIIF3zCCBMegAwIBAgIEXBBVuDANBgkqhkiG9w0BAQsFADCBqTELMAkGA1UEBhMC,user_contrib_fg100e_fos7213.conf,25579,default
train,unclear,unclear,0.92,set hsts-include-subdomains disable,user_contrib_fg100e_fos7213.conf,27736,default
eval,unclear,unclear,0.92,set ssl-dh-bits 2048,user_contrib_fg100e_fos7213.conf,21338,default
train,unclear,unclear,0.92,set UPLINKSFP disabled=yes,user_contrib_crs310_ros7.rsc,686,default
train,unclear,unclear,0.92,set uuid 3633e1d4-2c57-51f1-f76f-ef96e962e292,kevinguenay_fgt_vm_hub.conf,13307,default
eval,unclear,unclear,0.92,<port>http_s_ssh</port>,user_contrib_supergate_opn25.xml,1572,rule
train,unclear,unclear,0.92,set uuid 4de10a88-5ce5-51f0-5af7-bb4fb7c6c79b,kevinguenay_fgt_70g_branch.conf,8305,default
eval,unclear,unclear,0.92,set fqdn-min-refresh 60,user_contrib_fg100e_fos7213.conf,3845,default
train,unclear,unclear,0.92,set gui-multicast-policy disable,user_contrib_fg100e_fos7213.conf,22248,default
train,unclear,unclear,0.92,active,config-sample.txt,236,default
eval,unclear,unclear,0.92,9FK21g0fJZ8JDPRBQDG3SKXgL4LCkohjpT+DXF37tkkOz87ezRJFnFqo38tbg7DX,kevinguenay_fgt_vm_hub.conf,10133,default
train,unclear,unclear,0.92,<gre/>,user_contrib_supergate_opn25.xml,4546,rule
train,unclear,unclear,0.92,pO/f51JHQdqdFwegOTCDigK4AiwoVixclaGLbp78D6ZfNtCXsXUFfE0M7Po/K4QK,user_contrib_fg100e_fos7213.conf,25749,default
train,unclear,unclear,0.92,<csr/>,user_contrib_supergate_opn25.xml,4582,rule
eval,unclear,unclear,0.92,MIIBOzAJBgNVHRMEAjAAMBMGA1UdJQQMMAoGCCsGAQUFBwMBMAsGA1UdDwQEAwIH,user_contrib_fg100e_fos7213.conf,25598,default
train,unclear,unclear,0.92,<lease_max/>,user_contrib_supergate_opn25.xml,482,rule
train,unclear,unclear,0.92,set auth-http-basic disable,user_contrib_fg100e_fos7213.conf,27174,rule
train,unclear,unclear,0.92,set auto-join-forticloud enable,user_contrib_fg100e_fos7213.conf,21417,default
eval,unclear,unclear,0.92,set flood-unknown-multicast disable,user_contrib_fg100e_fos7213.conf,34115,default
train,unclear,unclear,0.92,<dots>,user_contrib_supergate_opn25.xml,3776,rule
train,SKIP,unclear,0.92,</dots>,user_contrib_supergate_opn25.xml,3800,rule
train,unclear,unclear,0.92,3. Administratively shut interface — exercises enabled=false,kitchen_sink.xml,129,default
train,unclear,unclear,0.92,set arps 5,user_contrib_fg100e_fos7213.conf,3799,default
eval,unclear,unclear,0.92,"set url ""^\\/i\\/api\\/graphql\\/.*\\/UserByScreenName""",kevinguenay_fgt_70g_branch.conf,11153,default
train,unclear,unclear,0.92,set gui-dhcp-advanced enable,user_contrib_fg100e_fos7213.conf,22265,default
eval,unclear,unclear,0.92,<descr>IOTVLAN</descr>,user_contrib_supergate_opn25.xml,414,rule
train,unclear,unclear,0.92,U7178n7wU1YJaDlViHxiqeVGNy1Wq/1eCYBmUBz308GgKdf6ThcP0vtQL9GBi6cVAthfNl,user_contrib_fg100e_fos7213.conf,31249,default
train,unclear,unclear,0.92,"<file uuid=""f84ba844-cea6-4cae-aafc-c66ee0722418"">",user_contrib_supergate_opn25.xml,2690,rule
train,SKIP,unclear,0.92,"! Topology:         VLT pair with TOR1, DCB enabled for RDMA/S2D storage",azlocal_tor2.txt,6,rule
train,unclear,unclear,0.92,usEEDBbUPKQwpjrhLx5FPr/j/wvVuKhWIRvPAuY3XziiETe0jNkBbVKUbC2V8W/X,kevinguenay_fgt_70g_branch.conf,9306,default
train,unclear,unclear,0.92,"edit ""Myspace-ICMP""",kevinguenay_fgt_70g_branch.conf,2783,rule
train,unclear,unclear,0.92,<trigger_initial_wizard/>,opnsense_acl_test_config.xml,8,rule
train,unclear,unclear,0.92,<mtu>1500</mtu>,kitchen_sink.xml,51,rule
train,unclear,unclear,0.92,set id 4278190190,kevinguenay_fgt_70g_branch.conf,7505,default
train,unclear,unclear,0.92,description x mgmt01,busterswt_spine_leaf_xk32_1_nxos9312.txt,285,default
eval,unclear,unclear,0.92,P4JsFnwjfEAVx8sX9K53RoLtSYUM2qmlNCFm+yDNKDzisEd/2/qxG1qY/px0Iv9Q,kevinguenay_fgt_vm_hub.conf,10312,default
eval,unclear,unclear,0.92,snmp-server user admin auth md5 0x40e2f8daf334a9b5cc9dec71f39993eb priv 0x40e2f8daf334a9b5cc9dec71f39993eb localizedkey engineID 128:0:0:9:3:12:226:241:132:47:0,batfish_nxos_hsrp_nxos1.txt,29,rule
train,unclear,unclear,0.92,set direction source,kevinguenay_fgt_70g_branch.conf,8902,default
train,unclear,unclear,0.92,hw-id 00:50:56:b6:d9:55,pc5-round3b-routera.conf,7,default
train,unclear,unclear,0.92,"edit ""LO_HC""",kevinguenay_fgt_vm_hub.conf,138,rule
train,unclear,unclear,0.92,<match/>,user_contrib_supergate_opn25.xml,3022,rule
train,unclear,unclear,0.92,set time-zone-name=America/New_York,kitchen_sink.rsc,116,default
train,unclear,unclear,0.92,set rpc-over-http disable,user_contrib_fg100e_fos7213.conf,31436,rule
train,unclear,unclear,0.92,edit 21,kevinguenay_fgt_70g_branch.conf,10093,default
eval,unclear,unclear,0.92,G2ifc512emMNc5sJGIT7DPFKg/5xhCPLp/AY2XF2e6hD4gFy9brXZJ7e2Od95o4P,kevinguenay_fgt_vm_hub.conf,10104,default
eval,unclear,logging_enabled:true,0.92,privilege exec level 5 show logging,user_contrib_cat9300_iosxe1712.txt,468,rule
eval,unclear,unclear,0.92,uenjvu8C2sInQpoZAa0I11mSEewlwVQvccqsgDz5FFw1BszXEY2+js9cfoGHIx+c,kevinguenay_fgt_70g_branch.conf,9156,default
eval,unclear,unclear,0.92,"set guid ""006D9983-6839-71D6-14E6-D7AD47ECD682""",user_contrib_fg100e_fos7213.conf,27273,default
train,unclear,unclear,0.92,"description ""Allow established/related sessions""",houdev_vyos_dhcpv6_pd_client.conf,21,default
eval,unclear,unclear,0.92,00 priv 0000FAKE0000FAKE0000FAKE0000FAKE0000 localizedV2key,busterswt_spine_leaf_xk32_1_nxos9312.txt,138,default
eval,unclear,unclear,0.92,<disablesegmentationoffloading>1</disablesegmentationoffloading>,user_contrib_supergate_opn25.xml,3316,rule
train,unclear,unclear,0.92,"edit ""*.vb?""",user_contrib_fg100e_fos7213.conf,26675,rule
train,unclear,unclear,0.92,"<item uuid=""82907bce-dea1-4cf6-ab3d-56cd476c029b"">",opnsense_acl_test_config.xml,196,rule
eval,unclear,unclear,0.92,HSUEDDAKBggrBgEFBQcDATANBgkqhkiG9w0BAQsFAAOCAgEAgh6TwvjA17i6kKYq,kevinguenay_fgt_70g_branch.conf,9401,default
eval,unclear,unclear,0.92,yes disabled=yes info-channel=0 keepalive-timeout=30 max-mru=1500 max-mtu=\,user_contrib_crs310_ros7.rsc,283,rule
train,unclear,unclear,0.92,description bundle member one,kitchen_sink.cfg,58,default
train,unclear,unclear,0.92,set unknown-application-log disable,user_contrib_fg100e_fos7213.conf,26373,default
eval,unclear,unclear,0.92,xeODoQQBwMdlD90d8ETJGXMu45UnUDwW3pY/jw8T3mrL/6ZGxDRIMhUpDCNC2JOn,user_contrib_fg100e_fos7213.conf,25786,default
eval,unclear,unclear,0.92,set mac 00:25:90:f4:55:ec,user_contrib_fg100e_fos7213.conf,22565,default
eval,unclear,unclear,0.92,width: 20%;,user_contrib_fg100e_fos7213.conf,3960,default
train,unclear,unclear,0.92,<title>Please Login</title>,user_contrib_fg100e_fos7213.conf,10755,rule
train,unclear,unclear,0.92,t5m+bC8GU6AxjqKG0fHfSZtYTiaC69IQ,kevinguenay_fgt_70g_branch.conf,9539,default
train,unclear,unclear,0.92,MjIxNzM2WjCBrjELMAkGA1UEBhMCVVMxEzARBgNVBAgMCkNhbGlmb3JuaWExEjAQ,kevinguenay_fgt_70g_branch.conf,9047,default
train,SKIP,unclear,0.92,<!--,opnsense_acl_test_config.xml,2,rule
train,unclear,unclear,0.92,set ssl-mode off,user_contrib_fg100e_fos7213.conf,27845,default
train,unclear,unclear,0.92,1N+tB70tgQIDAQABoyIwIDAJBgNVHRMEAjAAMBMGA1UdJQQMMAoGCCsGAQUFBwMB,kevinguenay_fgt_vm_hub.conf,10256,default
eval,unclear,unclear,0.92,Wa2duiIjeLBiSvDT9vmd40YlN56KQ7oJ8cs/iw/DswPAPZjZHaNL0KPky3/QWbYnxLhmkl,user_contrib_fg100e_fos7213.conf,31079,default
eval,unclear,unclear,0.92,RJBUlgN71Qn5a6DHtSmizcDJeCVIusRKZkSKKyym+1nxo/GhurirpwM6h4E+tvgX,kevinguenay_fgt_70g_branch.conf,9052,default
train,unclear,unclear,0.92,edit 44,kevinguenay_fgt_70g_branch.conf,10493,default
train,unclear,unclear,0.92,set system services extension-service notification allow-clients address 0.0.0.0/0,ksator_labmgmt_qfx10k2_junos173.set,41,default
train,unclear,unclear,0.92,set id 4278190132,kevinguenay_fgt_70g_branch.conf,6867,default
eval,unclear,unclear,0.92,set uuid 0de42a54-2c6b-51f1-e2f0-77ae240647be,kevinguenay_fgt_70g_branch.conf,11916,default
train,unclear,unclear,0.92,uAYTdIbHrbEsdIeEVxK2OlgLsWw7X+SurZL+N/0d2hFtLOtoSWHn0BOJLpSGuPrY,kevinguenay_fgt_vm_hub.conf,10338,default
train,unclear,unclear,0.92,fTIVJha7Xvcfa+DJvKBuf483lnXl2G2VZJxUy9TriLv9mCaPqpOGlTvi1pDIEyWJ,user_contrib_fg100e_fos7213.conf,25524,default
train,unclear,unclear,0.92,JHvt/iLNZCuv6Rr515Zr02XZwu5fhgy2Xp7UudAfcmX5bmZtn0grmTi03Fec1Tcm,user_contrib_fg100e_fos7213.conf,25703,default
eval,unclear,unclear,0.92,"tagged 1-2,45-48",hpe_community_2920_wb1608_dhcp_snooping.cfg,75,default
train,unclear,unclear,0.92,/system dns,kitchen_sink.rsc,123,default
train,unclear,unclear,0.92,edit 31,kevinguenay_fgt_70g_branch.conf,10344,default
train,unclear,unclear,0.92,<tls>1</tls>,user_contrib_supergate_opn25.xml,2174,rule
train,unclear,unclear,0.92,%%SSL_HIDDEN%%,user_contrib_fg100e_fos7213.conf,10790,default
eval,unclear,unclear,0.92,0bv4KbFdfMnpLa8GEXPbTgKzJwIDAQABoyIwIDAJBgNVHRMEAjAAMBMGA1UdJQQM,kevinguenay_fgt_vm_hub.conf,10392,default
train,unclear,unclear,0.92,tYCZaT36hjM9u92uZ6le4KdJdXbLLt1tUiJe5A03zcwDflA3EgKhsTqAyIRjKRPL,kevinguenay_fgt_70g_branch.conf,9271,default
train,unclear,unclear,0.92,"edit ""voice""",kevinguenay_fgt_70g_branch.conf,11959,rule
eval,unclear,unclear,0.92,set portforward enable,user_contrib_fg100e_fos7213.conf,30971,default
train,unclear,unclear,0.92,age 2,batfish_cisco_interface.txt,186,default
train,unclear,unclear,0.92,"edit ""GitHub-GitHub""",kevinguenay_fgt_70g_branch.conf,3032,rule
eval,unclear,unclear,0.92,<knl>1</knl>,user_contrib_supergate_opn25.xml,2164,rule
train,unclear,unclear,0.92,lfyvBA7ULzOvelYDkK5DqINTWuwlzwuziVFt7YkMiSq/LqzHkKqeVyFBrlYlXRNi,kevinguenay_fgt_70g_branch.conf,9286,default
train,unclear,unclear,0.92,set two-factor-sms-expiry 60,user_contrib_fg100e_fos7213.conf,185,default
train,unclear,unclear,0.92,<tunable>net.link.bridge.pfil_onlyip</tunable>,opnsense_docs_carp_ha_backup.xml,99,rule
train,unclear,unclear,0.92,MA0GCSqGSIb3DQEBCwUAA4IBAQCZwlzdQz5Zt6xK3mburlrZoxGQnCAWSReVF1vH,kevinguenay_fgt_70g_branch.conf,9118,default
train,unclear,unclear,0.92,giQOSessVBiiRh+ZU62efxPjCEeJz/XqlcLe98Mzxj+clNdmrQIDAQABox0wGzAM,user_contrib_fg100e_fos7213.conf,25522,default
train,unclear,unclear,0.92,MQswCQYDVQQGEwJVUzETMBEGA1UECAwKQ2FsaWZvcm5pYTESMBAGA1UEBwwJU3Vu,user_contrib_fg100e_fos7213.conf,25584,default
train,unclear,unclear,0.92,"edit ""*.tgz""",user_contrib_fg100e_fos7213.conf,26672,rule
train,unclear,unclear,0.92,CWAXqW0Sn549vbvW6JLL31bROU/7vCGBktz+1F08/GxsEoGPWhpThSjp97jveZlU,kevinguenay_fgt_vm_hub.conf,10340,default
train,unclear,unclear,0.92,set uuid 6a992f28-72dc-51ef-519c-de7c605b84a0,user_contrib_fg100e_fos7213.conf,23187,default
train,unclear,unclear,0.92,MAoGCCsGAQUFBwMBMA0GCSqGSIb3DQEBCwUAA4ICAQBpcvUj2F5pN09j4BijUvWx,user_contrib_fg100e_fos7213.conf,25710,default
train,unclear,unclear,0.92,"edit ""Symantec-Web""",kevinguenay_fgt_70g_branch.conf,1964,rule
train,unclear,unclear,0.92,"edit ""Skyfii-Web""",kevinguenay_fgt_70g_branch.conf,5354,rule
train,unclear,unclear,0.92,lIdoWXjbcGg8ipf+vTmA5ntyyNxs8YB3/CRM9w5YP3HtwQcdzlMcEHvQBTJpLv1c,kevinguenay_fgt_70g_branch.conf,9112,default
train,unclear,unclear,0.92,set uuid 4de109a2-5ce5-51f0-6575-016b88c6931c,kevinguenay_fgt_70g_branch.conf,8301,default
train,unclear,unclear,0.92,"edit ""Slack-Web""",kevinguenay_fgt_70g_branch.conf,4382,rule
eval,unclear,unclear,0.92,system qos,busterswt_spine_leaf_xk32_1_nxos9312.txt,133,default
train,unclear,unclear,0.92,"edit ""CoffeeBean-Web""",kevinguenay_fgt_70g_branch.conf,5393,rule
train,unclear,unclear,0.92,wVLauebgVE8YEhd3aQUxnhPdAizmVQwLlzb2Eb3iJJvIf78Kx0Ng8gpI4n8CQgCz,kevinguenay_fgt_70g_branch.conf,9604,default
eval,unclear,unclear,0.92,ADBFAiBI3MvbpsqlkRYy18pnVUsSaqniwB9me/iiYpXAVgUZMQIhAKVR+UjwdJ8w,kevinguenay_fgt_vm_hub.conf,10677,default
train,unclear,unclear,0.92,8U72VVb9yYXIBbZJDKCnBWZunXdHj9SWPWeOLjpIdT0RmoMX52X0iDsKStC6UtUw,kevinguenay_fgt_70g_branch.conf,9398,default
train,unclear,unclear,0.92,destination transport-method http,config-sample.txt,237,rule
train,unclear,unclear,0.92,add dh-group=modp1024 dpd-interval=10s dpd-maximum-failures=3 enc-algorithm=aes-128 hash-algorithm=sha1 lifetime=8h name=vpc nat-traversal=no proposal-check=obey,routeros_diff_verbose_export.rsc,97,rule
train,unclear,unclear,0.92,<bridge>,opnsense_docs_carp_ha_backup.xml,311,rule
train,SKIP,unclear,0.92,</bridge>,opnsense_docs_carp_ha_backup.xml,313,rule
train,logging_enabled:true,logging_enabled:true,0.92,logging level eth_port_channel 6,busterswt_spine_leaf_xk32_1_nxos9312.txt,55,rule
eval,unclear,unclear,0.92,zD06N8sE0jQ7AhUA/nT7LNVWdgq7gJ5jfQouPzQ5ob8CgYEAmtSLVoQHAwCAWD9G,user_contrib_fg100e_fos7213.conf,25747,default
train,unclear,unclear,0.92,background-color: #fff;,user_contrib_fg100e_fos7213.conf,3904,default
train,unclear,unclear,0.92,"edit ""Dailymotion-SSH""",kevinguenay_fgt_70g_branch.conf,6020,rule
eval,unclear,unclear,0.92,"name ""administratie""",hpe_community_2930f_wc1607_intervlan.cfg,53,default
train,unclear,unclear,0.92,description sw-leaf-004:53<==sw-spine-001,canu_csm17_spine001_ipv6_vrf.cfg,235,default
train,SKIP,unclear,0.92,must skip it without crashing. -->,kitchen_sink.xml,283,rule
train,unclear,unclear,0.92,set multicast-buffers=10% shared-buffers=40%,user_contrib_crs310_ros7.rsc,471,default
eval,unclear,unclear,0.92,set destination-location enable,user_contrib_fg100e_fos7213.conf,27053,default
eval,unclear,unclear,0.92,asZIqLwfSc+TmQOIPj+isUO7sKHYJHsck1xc2G+U7ig+hVRZ7t4qx1m1cgEsfmZy,kevinguenay_fgt_70g_branch.conf,9277,default
train,unclear,unclear,0.92,<group>,opnsense_acl_test_config.xml,15,rule
eval,SKIP,unclear,0.92,</group>,opnsense_acl_test_config.xml,22,rule
train,unclear,unclear,0.92,"edit ""Nice-CXone""",kevinguenay_fgt_70g_branch.conf,6101,rule
eval,unclear,unclear,0.92,C8CzkWw6Ne0uBQ2JYkMlZLfjNubtGsHSACHQ+IZ5qvNzfAIAxheeA4chvx1Ekf+Y,kevinguenay_fgt_70g_branch.conf,9345,default
train,unclear,unclear,0.92,set uuid c62c6b90-739d-51ef-0c08-50ca987ef491,user_contrib_fg100e_fos7213.conf,25445,default
train,unclear,unclear,0.92,QD0yvbM7+GS2qrR0a3754xvmtsaEI3kUdkRboHLM5h6SfDQmTujTYEWAxnmxIkn3,kevinguenay_fgt_70g_branch.conf,9477,default
eval,unclear,unclear,0.92,RUaUgg3Te4hEOSss69KtNWIlnIdgOFIkQtWNZP84ifL133V/ZveJ0lO16si1NFyn,kevinguenay_fgt_vm_hub.conf,10319,default
eval,unclear,unclear,0.92,"edit ""Secomea-Secomea""",kevinguenay_fgt_70g_branch.conf,6185,rule
train,unclear,unclear,0.92,GpaJAv8wnKYEIdb35NgN6cZB01qgwbd0ZWBLe0tCIKC30OMKj1pfhw/hlf4Iuk3Q,kevinguenay_fgt_70g_branch.conf,9166,default
train,unclear,unclear,0.92,HdE2n7GObM5E1QuZ0Y3yKH0HTRzjb2mFyt3xJGBqK8sdPT2uFaGKXTOyHa0yeIIL,kevinguenay_fgt_vm_hub.conf,10370,default
train,unclear,unclear,0.92,9Nr0gdajwMHSAf9y5eW0dBL3thXDa13cMMTmLDW21zeF1hmtL6BHgnx/Ok/5Nl1N,kevinguenay_fgt_vm_hub.conf,10100,default
train,unclear,unclear,0.92,RSgabN4WDju7fp0Ri05Ut93R7/O3hhWQbxxzKp3ltoXdVC0RjxD+932zAbdtdFdE,kevinguenay_fgt_70g_branch.conf,9429,default
eval,unclear,unclear,0.92,<tunable>net.inet.tcp.syncookies</tunable>,opnsense_docs_carp_ha_backup.xml,69,rule
eval,unclear,unclear,0.92,set uuid 4ddf96b2-5ce5-51f0-99c5-4fc27c865db9,kevinguenay_fgt_70g_branch.conf,8809,default
eval,unclear,unclear,0.92,R8Thaf8ke55cVhV89b4gz1DMTyGT7g4yPBx7cwzjwaKpND9h+p/b9aWmpBtFEmub,kevinguenay_fgt_vm_hub.conf,10369,default
eval,unclear,unclear,0.92,/ip hotspot user,routeros_diff_verbose_export.rsc,347,default
train,unclear,unclear,0.92,MIIC1zCCAkCgAwIBAgIEGIv0LTANBgkqhkiG9w0BAQsFADCBnTELMAkGA1UEBhMC,user_contrib_fg100e_fos7213.conf,25625,default
eval,unclear,unclear,0.92,<descr>Enable privacy settings for IPv6 (RFC 4941)</descr>,opnsense_docs_carp_ha_backup.xml,58,rule
train,unclear,unclear,0.92,set server-mode enable,kevinguenay_fgt_70g_branch.conf,7778,default
eval,unclear,unclear,0.92,<td>Event ID</td>,user_contrib_fg100e_fos7213.conf,12987,rule
train,unclear,unclear,0.92,cT7jeQ1cCdZp1LyypUNKlMShfzxOSR8=,kevinguenay_fgt_vm_hub.conf,10353,default
eval,unclear,unclear,0.92,"edit ""Quovadisglobal-SSH""",kevinguenay_fgt_70g_branch.conf,5285,rule
eval,unclear,unclear,0.92,set uuid 4de10e66-5ce5-51f0-50ed-8dc7e0d1adea,kevinguenay_fgt_70g_branch.conf,8321,default
train,unclear,unclear,0.92,set av-failopen-session disable,user_contrib_fg100e_fos7213.conf,48,default
train,unclear,unclear,0.92,tunnel path-mtu-discovery,batfish_cisco_interface.txt,311,default
eval,unclear,unclear,0.92,set id 4278190109,kevinguenay_fgt_70g_branch.conf,6614,default
train,unclear,unclear,0.92,"type ""ssh-rsa""",scottlaird-vyos-parser.conf,196,REVIEW
train,unclear,unclear,0.92,NYbFzACQyTLRGirNNI8rId7oo3qPhwzRT1FS0aidFJBcfWBKcFrX3b9lY2sKXkHe,kevinguenay_fgt_70g_branch.conf,9275,default
train,unclear,unclear,0.92,set device-identification disable,user_contrib_fg100e_fos7213.conf,384,default
eval,unclear,unclear,0.92,set uuid fe21870c-2c5f-51f1-d9ed-d2ceb57de168,kevinguenay_fgt_vm_hub.conf,9868,default
train,unclear,unclear,0.92,"edit ""FQDN-YoYotta-YoYotta""",kevinguenay_fgt_70g_branch.conf,7625,rule
train,unclear,unclear,0.92,pphvZ2Nv8UmoZU5LXzpt,kevinguenay_fgt_70g_branch.conf,9257,default
train,unclear,unclear,0.92,set groups POC_Lab system login user lab uid 2002,ksator_labmgmt_qfx10k2_junos173.set,12,default
eval,unclear,unclear,0.92,set uuid cde645a6-2c4f-51f1-1793-889f6bbc6824,kevinguenay_fgt_70g_branch.conf,8529,default
train,unclear,unclear,0.92,MIICVDCCAfqgAwIBAgIIPN0K4RYPhEkwCgYIKoZIzj0EAwIwgZ0xCzAJBgNVBAYT,kevinguenay_fgt_vm_hub.conf,10666,default
train,unclear,unclear,0.92,edit 13,kevinguenay_fgt_70g_branch.conf,7733,default
eval,unclear,unclear,0.92,"edit ""login.windows.net""",user_contrib_fg100e_fos7213.conf,22734,rule
train,unclear,unclear,0.92,set id 4278190093,kevinguenay_fgt_70g_branch.conf,6438,default
train,unclear,unclear,0.92,</tbody></table>,user_contrib_fg100e_fos7213.conf,4024,default
train,unclear,unclear,0.92,S7hTO1NbC+EE/Pgf52IcImYag9iCQBgjyQohQWUWSfmq5aOtikRCZGfoL3eBmz7y,user_contrib_fg100e_fos7213.conf,25560,default
eval,unclear,unclear,0.92,acrVwnG/8HP6kKHDRuZyJCJ6SSZ/gPbDTqDq09o6OvSdRp+HKPBbRui04LeaXnHE,kevinguenay_fgt_vm_hub.conf,10424,default
train,unclear,unclear,0.92,match dscp 32,iosxr_design_cst_pa3_xr752.cfg,207,default
train,unclear,unclear,0.92,"set timezone ""Europe/Amsterdam""",kevinguenay_fgt_70g_branch.conf,23,default
train,unclear,unclear,0.92,set last-updated 1775395204,kevinguenay_fgt_70g_branch.conf,8943,default
train,unclear,unclear,0.92,BgNVHRMEAjAAMBMGA1UdJQQMMAoGCCsGAQUFBwMBMAUGAytlcANBALFjJ2+8GRiC,kevinguenay_fgt_70g_branch.conf,9631,default
train,unclear,unclear,0.92,set check-ca-cert enable,user_contrib_fg100e_fos7213.conf,25971,default
train,unclear,unclear,0.92,MAoGCCsGAQUFBwMBMA0GCSqGSIb3DQEBCwUAA4GBAB2RobStNKYDSzb1Cc/JO8KZ,kevinguenay_fgt_vm_hub.conf,10393,default
train,unclear,unclear,0.92,"edit ""ha1""",user_contrib_fg100e_fos7213.conf,760,rule
eval,unclear,unclear,0.92,</ipv6nat>,opnsense_docs_carp_ha_backup.xml,309,default
eval,unclear,unclear,0.92,no ip address,config-sample.txt,142,default
train,unclear,unclear,0.92,send-lifetime 00:00:00 january 01 2018 infinite,iosxr_design_cst_pa3_xr752.cfg,154,default
train,unclear,unclear,0.92,edit 93,kevinguenay_fgt_70g_branch.conf,10639,default
eval,unclear,unclear,0.92,<tag>150</tag>,user_contrib_supergate_opn25.xml,4512,rule
train,unclear,unclear,0.92,set timeout-general 3600,user_contrib_fg100e_fos7213.conf,34132,default
eval,unclear,unclear,0.92,snmp-server user snmpadmin SECURE v3 auth sha AUTH_PASSWORD priv aes 256 PRIV_PASSWORD,04-snmpv3.txt,9,rule
